"id";"vpu_id";"decision";"resource_type";"avg_usage";"max_usage";"forecasted_max";"scale_percent";"itis_ticket_number";"action_status";"remarks";"run_id";"created_at"
77;581;"no_change";"memory";40.26;41.95;41.05;0.0;"";"";"";"77";"2026-06-21 08:34:47"
78;582;"scale_down";"memory";38.18;44.74;22.64;25.0;"";"";"";"78";"2026-06-21 08:34:47"
79;583;"no_change";"memory";74.78;80.78;76.53;0.0;"";"";"";"79";"2026-06-21 08:34:47"
80;584;"no_change";"memory";52.4;56.99;51.3;0.0;"";"";"";"80";"2026-06-21 08:34:47"
81;585;"no_change";"memory";50.37;53.47;51.48;0.0;"";"";"";"81";"2026-06-21 08:40:44"
82;586;"no_change";"memory";57.82;59.63;57.12;0.0;"";"";"";"82";"2026-06-21 08:40:45"
83;587;"no_change";"memory";68.27;70.2;53.38;0.0;"";"";"";"83";"2026-06-21 08:40:45"
84;588;"no_change";"memory";49.13;56.13;54.25;0.0;"";"";"";"84";"2026-06-21 08:40:45"
85;589;"no_change";"memory";59.23;67.04;61.62;0.0;"";"";"";"85";"2026-06-21 08:40:45"
86;590;"no_change";"memory";53.16;54.07;50.41;0.0;"";"";"";"86";"2026-06-21 08:40:46"
87;591;"no_change";"memory";75.98;80.15;79.08;0.0;"";"";"";"87";"2026-06-21 08:40:46"
88;592;"no_change";"memory";64.23;65.75;64.06;0.0;"";"";"";"88";"2026-06-21 08:40:46"
89;593;"no_change";"memory";63.63;65.32;63.3;0.0;"";"";"";"89";"2026-06-21 08:40:46"
90;594;"no_change";"memory";55.43;59.22;26.29;0.0;"";"";"";"90";"2026-06-21 08:40:47"
91;595;"scale_down";"memory";33.56;34.76;43.49;25.0;"";"";"";"91";"2026-06-21 08:46:50"
92;596;"scale_down";"memory";31.34;32.66;30.43;25.0;"";"";"";"92";"2026-06-21 08:46:50"
93;597;"no_change";"memory";48.06;52.02;52.17;0.0;"";"";"";"93";"2026-06-21 08:46:50"
94;598;"no_change";"memory";51.32;52.85;55.92;0.0;"";"";"";"94";"2026-06-21 08:46:51"
95;599;"no_change";"memory";51.42;53.48;46.87;0.0;"";"";"";"95";"2026-06-21 08:46:51"
96;600;"no_change";"memory";41.11;56.59;56.27;0.0;"";"";"";"96";"2026-06-21 08:46:51"
97;601;"no_change";"memory";46.66;47.66;50.99;0.0;"";"";"";"97";"2026-06-21 08:46:51"
98;602;"no_change";"memory";50.67;52.05;52.07;0.0;"";"";"";"98";"2026-06-21 08:46:52"
99;603;"scale_down";"memory";30.49;31.29;31.71;25.0;"";"";"";"99";"2026-06-21 08:46:52"
100;604;"scale_down";"memory";17.86;20.56;21.94;50.0;"";"";"";"100";"2026-06-21 08:46:52"
101;605;"no_change";"memory";57.88;59.76;59.68;0.0;"";"";"";"101";"2026-06-21 08:52:50"
102;606;"no_change";"memory";47.02;47.25;51.15;0.0;"";"";"";"102";"2026-06-21 08:52:50"
103;607;"scale_down";"memory";22.8;23.15;29.97;50.0;"";"";"";"103";"2026-06-21 08:52:51"
104;608;"scale_down";"memory";22.89;23.87;22.17;50.0;"";"";"";"104";"2026-06-21 08:52:51"
105;609;"scale_down";"memory";39.37;41.8;36.43;25.0;"";"";"";"105";"2026-06-21 08:52:51"
106;610;"scale_down";"memory";35.23;36.4;33.27;25.0;"";"";"";"106";"2026-06-21 08:52:51"
107;611;"scale_down";"memory";35.41;36.57;42.88;25.0;"";"";"";"107";"2026-06-21 08:52:51"
108;612;"scale_down";"memory";34.79;37.06;32.6;25.0;"";"";"";"108";"2026-06-21 08:52:52"
109;613;"no_change";"memory";50.72;53.62;58.54;0.0;"";"";"";"109";"2026-06-21 08:52:52"
110;614;"no_change";"memory";53.83;56.84;50.46;0.0;"";"";"";"110";"2026-06-21 08:52:52"
111;615;"no_change";"memory";42.37;43.45;39.19;0.0;"";"";"";"111";"2026-06-21 08:58:44"
112;616;"no_change";"memory";42.43;43.74;39.3;0.0;"";"";"";"112";"2026-06-21 08:58:44"
113;617;"no_change";"memory";48.24;50.57;45.58;0.0;"";"";"";"113";"2026-06-21 08:58:44"
114;618;"no_change";"memory";61.85;66.95;61.4;0.0;"";"";"";"114";"2026-06-21 08:58:44"
115;619;"no_change";"memory";46.36;48.27;57.57;0.0;"";"";"";"115";"2026-06-21 08:58:45"
116;620;"no_change";"memory";67.72;68.9;62.81;0.0;"";"";"";"116";"2026-06-21 08:58:45"
117;621;"no_change";"memory";55.85;61.86;60.82;0.0;"";"";"";"117";"2026-06-21 08:58:45"
118;622;"no_change";"memory";72.14;72.54;79.98;0.0;"";"";"";"118";"2026-06-21 08:58:45"
119;623;"scale_down";"memory";21.74;23.03;19.9;50.0;"";"";"";"119";"2026-06-21 08:58:45"
120;624;"no_change";"memory";57.88;59.68;64.6;0.0;"";"";"";"120";"2026-06-21 08:58:46"
121;625;"scale_up";"memory";72.42;77.86;93.08;25.0;"";"";"";"121";"2026-06-21 09:04:36"
122;626;"scale_down";"memory";23.56;25.22;26.99;50.0;"";"";"";"122";"2026-06-21 09:04:36"
123;627;"no_change";"memory";48.44;49.93;55.49;0.0;"";"";"";"123";"2026-06-21 09:04:36"
124;628;"no_change";"memory";58.56;60.55;59.09;0.0;"";"";"";"124";"2026-06-21 09:04:37"
125;629;"no_change";"memory";40.1;42.97;56.23;0.0;"";"";"";"125";"2026-06-21 09:04:37"
126;630;"no_change";"memory";40.39;42.79;57.15;0.0;"";"";"";"126";"2026-06-21 09:04:37"
127;631;"no_change";"memory";40.54;42.83;44.92;0.0;"";"";"";"127";"2026-06-21 09:04:37"
128;632;"scale_down";"memory";23.69;26.13;8.58;50.0;"";"";"";"128";"2026-06-21 09:04:38"
129;633;"no_change";"memory";64.32;66.52;66.47;0.0;"";"";"";"129";"2026-06-21 09:04:38"
130;634;"no_change";"memory";52.74;54.89;56.76;0.0;"";"";"";"130";"2026-06-21 09:04:38"
131;635;"no_change";"memory";59.3;61.75;59.24;0.0;"";"";"";"131";"2026-06-21 09:10:50"
132;636;"scale_down";"memory";33.64;33.9;34.25;25.0;"";"";"";"132";"2026-06-21 09:10:50"
133;637;"no_change";"memory";41.53;50.2;43.15;0.0;"";"";"";"133";"2026-06-21 09:10:50"
134;638;"scale_down";"memory";39.07;40.25;40.09;25.0;"";"";"";"134";"2026-06-21 09:10:50"
135;639;"no_change";"memory";52.64;54.85;47.99;0.0;"";"";"";"135";"2026-06-21 09:10:51"
136;640;"no_change";"memory";76.86;77.82;80.68;0.0;"";"";"";"136";"2026-06-21 09:10:51"
137;641;"no_change";"memory";52.4;53.48;52.48;0.0;"";"";"";"137";"2026-06-21 09:10:51"
138;642;"no_change";"memory";70.15;72.49;66.23;0.0;"";"";"";"138";"2026-06-21 09:10:51"
139;643;"no_change";"memory";68.09;69.89;77.6;0.0;"";"";"";"139";"2026-06-21 09:10:52"
140;644;"no_change";"memory";62.73;64.69;155.24;0.0;"";"";"";"140";"2026-06-21 09:10:52"
141;645;"no_change";"memory";68.39;70.75;70.23;0.0;"";"";"";"141";"2026-06-21 09:16:55"
142;646;"no_change";"memory";71.65;73.97;74.1;0.0;"";"";"";"142";"2026-06-21 09:16:55"
143;647;"no_change";"memory";76.85;78.08;67.36;0.0;"";"";"";"143";"2026-06-21 09:16:55"
144;648;"scale_down";"memory";35.03;37.7;46.59;25.0;"";"";"";"144";"2026-06-21 09:16:56"
145;649;"scale_down";"memory";32.15;34.01;38.67;25.0;"";"";"";"145";"2026-06-21 09:16:56"
146;650;"scale_down";"memory";33.01;34.69;16.94;25.0;"";"";"";"146";"2026-06-21 09:16:56"
147;651;"scale_down";"memory";19.12;21.2;16.49;50.0;"";"";"";"147";"2026-06-21 09:16:56"
148;652;"scale_down";"memory";11.95;12.2;12.89;50.0;"";"";"";"148";"2026-06-21 09:16:57"
149;653;"no_change";"memory";50.25;50.55;61.99;0.0;"";"";"";"149";"2026-06-21 09:16:57"
150;654;"scale_down";"memory";35.17;36.49;42.24;25.0;"";"";"";"150";"2026-06-21 09:16:57"
151;655;"no_change";"memory";73.51;75.38;75.19;0.0;"";"";"";"151";"2026-06-21 09:22:53"
152;656;"scale_down";"memory";36.34;36.57;36.43;25.0;"";"";"";"152";"2026-06-21 09:22:54"
153;657;"scale_down";"memory";20.19;20.75;17.47;50.0;"";"";"";"153";"2026-06-21 09:22:54"
154;658;"scale_down";"memory";31.11;38.09;32.66;25.0;"";"";"";"154";"2026-06-21 09:22:54"
155;659;"scale_down";"memory";19.27;21.4;23.32;50.0;"";"";"";"155";"2026-06-21 09:22:54"
156;660;"scale_down";"memory";38.66;40.53;34.95;25.0;"";"";"";"156";"2026-06-21 09:22:55"
157;661;"scale_down";"memory";35.33;36.78;33.68;25.0;"";"";"";"157";"2026-06-21 09:22:55"
158;662;"scale_down";"memory";36.27;37.98;34.46;25.0;"";"";"";"158";"2026-06-21 09:22:55"
159;663;"scale_down";"memory";32.08;32.96;35.49;25.0;"";"";"";"159";"2026-06-21 09:22:55"
160;664;"scale_down";"memory";39.8;41.97;48.78;25.0;"";"";"";"160";"2026-06-21 09:22:55"
161;665;"scale_down";"memory";17.74;20.56;19.34;50.0;"";"";"";"161";"2026-06-21 09:28:42"
162;666;"scale_down";"memory";20.89;23.68;20.88;50.0;"";"";"";"162";"2026-06-21 09:28:42"
163;667;"scale_down";"memory";20.12;23.46;22.39;50.0;"";"";"";"163";"2026-06-21 09:28:43"
164;668;"no_change";"memory";52.85;54.36;32.13;0.0;"";"";"";"164";"2026-06-21 09:28:43"
165;669;"scale_down";"memory";32.44;35.09;30.85;25.0;"";"";"";"165";"2026-06-21 09:28:43"
166;670;"no_change";"memory";48.56;50.77;51.32;0.0;"";"";"";"166";"2026-06-21 09:28:43"
167;671;"no_change";"memory";51.08;52.91;46.2;0.0;"";"";"";"167";"2026-06-21 09:28:43"
168;672;"scale_down";"memory";25.64;27.46;23.77;50.0;"";"";"";"168";"2026-06-21 09:28:44"
169;673;"scale_down";"memory";23.65;26.41;28.27;50.0;"";"";"";"169";"2026-06-21 09:28:44"
170;674;"no_change";"memory";71.97;72.66;72.62;0.0;"";"";"";"170";"2026-06-21 09:28:44"
171;675;"scale_down";"memory";29.29;30.47;29.54;50.0;"";"";"";"171";"2026-06-21 09:34:54"
172;676;"no_change";"memory";40.49;41.99;53.73;0.0;"";"";"";"172";"2026-06-21 09:34:54"
173;677;"no_change";"memory";45.83;46.99;134.79;0.0;"";"";"";"173";"2026-06-21 09:34:54"
174;678;"no_change";"memory";46.41;47.74;52.24;0.0;"";"";"";"174";"2026-06-21 09:34:54"
175;679;"scale_down";"memory";28.05;28.9;25.56;50.0;"";"";"";"175";"2026-06-21 09:34:55"
176;680;"no_change";"memory";72.26;73.57;68.56;0.0;"";"";"";"176";"2026-06-21 09:34:55"
177;681;"scale_down";"memory";38.36;40.11;33.75;25.0;"";"";"";"177";"2026-06-21 09:34:55"
178;682;"no_change";"memory";68.69;69.92;63.44;0.0;"";"";"";"178";"2026-06-21 09:34:55"
179;683;"no_change";"memory";76.39;78.66;76.95;0.0;"";"";"";"179";"2026-06-21 09:34:56"
180;684;"scale_down";"memory";30.68;31.73;31.12;25.0;"";"";"";"180";"2026-06-21 09:34:56"
181;685;"scale_down";"memory";30.54;32.19;30.26;25.0;"";"";"";"181";"2026-06-21 09:41:05"
182;686;"no_change";"memory";47.6;49.27;54.71;0.0;"";"";"";"182";"2026-06-21 09:41:05"
183;687;"no_change";"memory";45.24;51.4;38.4;0.0;"";"";"";"183";"2026-06-21 09:41:05"
184;688;"no_change";"memory";43.69;46.16;45.36;0.0;"";"";"";"184";"2026-06-21 09:41:06"
185;689;"no_change";"memory";49.79;52.0;49.58;0.0;"";"";"";"185";"2026-06-21 09:41:06"
186;690;"no_change";"memory";62.65;66.12;49.93;0.0;"";"";"";"186";"2026-06-21 09:41:06"
187;691;"no_change";"memory";53.47;56.58;57.46;0.0;"";"";"";"187";"2026-06-21 09:41:06"
188;692;"no_change";"memory";56.96;59.4;60.63;0.0;"";"";"";"188";"2026-06-21 09:41:07"
189;693;"no_change";"memory";58.43;61.46;60.41;0.0;"";"";"";"189";"2026-06-21 09:41:07"
190;694;"no_change";"memory";62.82;64.9;61.39;0.0;"";"";"";"190";"2026-06-21 09:41:07"
191;695;"no_change";"memory";45.8;49.81;58.71;0.0;"";"";"";"191";"2026-06-21 09:47:05"
192;696;"no_change";"memory";58.22;61.46;68.26;0.0;"";"";"";"192";"2026-06-21 09:47:05"
193;697;"no_change";"memory";69.8;72.04;69.65;0.0;"";"";"";"193";"2026-06-21 09:47:05"
194;698;"no_change";"memory";73.72;75.42;76.9;0.0;"";"";"";"194";"2026-06-21 09:47:05"
195;699;"scale_down";"memory";21.64;22.39;23.86;50.0;"";"";"";"195";"2026-06-21 09:47:06"
196;700;"scale_down";"memory";34.64;35.54;34.79;25.0;"";"";"";"196";"2026-06-21 09:47:06"
197;701;"no_change";"memory";41.97;43.92;37.61;0.0;"";"";"";"197";"2026-06-21 09:47:06"
198;702;"scale_down";"memory";16.31;18.81;19.12;50.0;"";"";"";"198";"2026-06-21 09:47:06"
199;703;"no_change";"memory";68.9;72.49;69.01;0.0;"";"";"";"199";"2026-06-21 09:47:07"
200;704;"no_change";"memory";59.83;62.34;65.18;0.0;"";"";"";"200";"2026-06-21 09:47:07"
201;705;"no_change";"memory";54.41;56.7;54.9;0.0;"";"";"";"201";"2026-06-21 09:53:00"
202;706;"no_change";"memory";40.85;43.47;39.84;0.0;"";"";"";"202";"2026-06-21 09:53:00"
203;707;"no_change";"memory";49.53;51.44;47.46;0.0;"";"";"";"203";"2026-06-21 09:53:00"
204;708;"no_change";"memory";67.06;69.09;69.67;0.0;"";"";"";"204";"2026-06-21 09:53:01"
205;709;"no_change";"memory";58.65;60.91;55.25;0.0;"";"";"";"205";"2026-06-21 09:53:01"
206;710;"scale_down";"memory";34.23;34.64;39.94;25.0;"";"";"";"206";"2026-06-21 09:53:01"
207;711;"scale_down";"memory";32.25;33.59;32.78;25.0;"";"";"";"207";"2026-06-21 09:53:01"
208;712;"scale_down";"memory";25.24;25.71;26.99;50.0;"";"";"";"208";"2026-06-21 09:53:02"
209;713;"scale_down";"memory";14.0;14.18;16.0;50.0;"";"";"";"209";"2026-06-21 09:53:02"
210;714;"scale_down";"memory";34.25;35.0;32.73;25.0;"";"";"";"210";"2026-06-21 09:53:02"
211;715;"scale_down";"memory";23.29;23.69;25.01;50.0;"";"";"";"211";"2026-06-21 09:59:13"
212;716;"scale_down";"memory";23.2;23.8;25.16;50.0;"";"";"";"212";"2026-06-21 09:59:13"
213;717;"scale_down";"memory";32.59;33.2;32.11;25.0;"";"";"";"213";"2026-06-21 09:59:13"
214;718;"no_change";"memory";67.39;67.91;66.02;0.0;"";"";"";"214";"2026-06-21 09:59:14"
215;719;"no_change";"memory";71.61;75.67;72.2;0.0;"";"";"";"215";"2026-06-21 09:59:14"
216;720;"no_change";"memory";64.44;66.54;62.13;0.0;"";"";"";"216";"2026-06-21 09:59:14"
217;721;"scale_down";"memory";21.18;21.67;18.96;50.0;"";"";"";"217";"2026-06-21 09:59:14"
218;722;"no_change";"memory";40.51;42.41;39.6;0.0;"";"";"";"218";"2026-06-21 09:59:15"
219;723;"no_change";"memory";58.45;59.95;65.11;0.0;"";"";"";"219";"2026-06-21 09:59:15"
220;724;"scale_up";"memory";80.74;83.68;87.21;25.0;"";"";"";"220";"2026-06-21 09:59:15"
221;725;"no_change";"memory";49.25;50.63;51.41;0.0;"";"";"";"221";"2026-06-21 10:05:12"
222;726;"scale_down";"memory";19.41;32.79;21.87;50.0;"";"";"";"222";"2026-06-21 10:05:12"
223;727;"scale_down";"memory";33.6;34.84;34.03;25.0;"";"";"";"223";"2026-06-21 10:05:12"
224;728;"no_change";"memory";44.36;46.35;31.62;0.0;"";"";"";"224";"2026-06-21 10:05:12"
225;729;"no_change";"memory";80.69;83.32;81.41;0.0;"";"";"";"225";"2026-06-21 10:05:13"
226;730;"scale_down";"memory";15.51;16.3;17.51;50.0;"";"";"";"226";"2026-06-21 10:05:13"
227;731;"scale_down";"memory";16.45;17.39;19.27;50.0;"";"";"";"227";"2026-06-21 10:05:13"
228;732;"scale_down";"memory";16.58;17.52;18.82;50.0;"";"";"";"228";"2026-06-21 10:05:13"
229;733;"scale_down";"memory";31.33;32.28;37.91;25.0;"";"";"";"229";"2026-06-21 10:05:14"
230;734;"no_change";"memory";48.8;50.18;50.15;0.0;"";"";"";"230";"2026-06-21 10:05:14"
231;735;"scale_down";"memory";28.36;31.14;25.12;50.0;"";"";"";"231";"2026-06-21 10:11:10"
232;736;"scale_down";"memory";25.93;26.4;25.43;50.0;"";"";"";"232";"2026-06-21 10:11:10"
233;737;"no_change";"memory";75.59;79.77;62.39;0.0;"";"";"";"233";"2026-06-21 10:11:10"
234;738;"no_change";"memory";77.57;79.85;61.47;0.0;"";"";"";"234";"2026-06-21 10:11:11"
235;739;"scale_down";"memory";31.93;33.31;35.83;25.0;"";"";"";"235";"2026-06-21 10:11:11"
236;740;"no_change";"memory";46.55;47.39;58.02;0.0;"";"";"";"236";"2026-06-21 10:11:11"
237;741;"no_change";"memory";42.94;44.46;53.95;0.0;"";"";"";"237";"2026-06-21 10:11:11"
238;742;"no_change";"memory";51.66;52.1;53.32;0.0;"";"";"";"238";"2026-06-21 10:11:12"
239;743;"no_change";"memory";75.26;76.04;74.21;0.0;"";"";"";"239";"2026-06-21 10:11:12"
240;744;"no_change";"memory";70.63;70.63;69.86;0.0;"";"";"";"240";"2026-06-21 10:11:12"
241;745;"no_change";"memory";61.84;65.86;63.63;0.0;"";"";"";"241";"2026-06-21 10:17:05"
242;746;"scale_down";"memory";36.92;41.46;35.58;25.0;"";"";"";"242";"2026-06-21 10:17:05"
243;747;"no_change";"memory";62.41;67.28;59.21;0.0;"";"";"";"243";"2026-06-21 10:17:05"
244;748;"no_change";"memory";65.62;69.85;64.09;0.0;"";"";"";"244";"2026-06-21 10:17:06"
245;749;"no_change";"memory";41.73;43.26;48.23;0.0;"";"";"";"245";"2026-06-21 10:17:06"
246;750;"scale_down";"memory";27.23;28.45;26.05;50.0;"";"";"";"246";"2026-06-21 10:17:06"
247;751;"no_change";"memory";55.89;59.41;70.62;0.0;"";"";"";"247";"2026-06-21 10:17:06"
248;752;"scale_down";"memory";26.6;30.27;31.32;50.0;"";"";"";"248";"2026-06-21 10:17:06"
249;753;"no_change";"memory";71.1;72.85;71.71;0.0;"";"";"";"249";"2026-06-21 10:17:07"
250;754;"no_change";"memory";43.26;45.06;40.74;0.0;"";"";"";"250";"2026-06-21 10:17:07"
251;755;"scale_down";"memory";31.29;32.22;26.82;25.0;"";"";"";"251";"2026-06-21 10:23:04"
252;756;"no_change";"memory";51.45;54.11;60.89;0.0;"";"";"";"252";"2026-06-21 10:23:04"
253;757;"no_change";"memory";59.78;61.48;61.82;0.0;"";"";"";"253";"2026-06-21 10:23:05"
254;758;"no_change";"memory";73.22;76.12;75.14;0.0;"";"";"";"254";"2026-06-21 10:23:05"
255;759;"no_change";"memory";55.34;56.5;55.72;0.0;"";"";"";"255";"2026-06-21 10:23:05"
256;760;"no_change";"memory";75.83;77.19;74.11;0.0;"";"";"";"256";"2026-06-21 10:23:05"
257;761;"no_change";"memory";60.64;62.34;61.25;0.0;"";"";"";"257";"2026-06-21 10:23:05"
258;762;"no_change";"memory";56.34;59.02;56.29;0.0;"";"";"";"258";"2026-06-21 10:23:06"
259;763;"no_change";"memory";62.41;67.14;63.47;0.0;"";"";"";"259";"2026-06-21 10:23:06"
260;764;"no_change";"memory";47.29;49.49;48.12;0.0;"";"";"";"260";"2026-06-21 10:23:06"
261;765;"no_change";"memory";51.39;54.88;53.56;0.0;"";"";"";"261";"2026-06-21 10:28:53"
262;766;"no_change";"memory";55.3;57.21;57.5;0.0;"";"";"";"262";"2026-06-21 10:28:53"
263;767;"no_change";"memory";69.49;70.85;70.56;0.0;"";"";"";"263";"2026-06-21 10:28:53"
264;768;"no_change";"memory";55.55;57.02;56.96;0.0;"";"";"";"264";"2026-06-21 10:28:54"
265;769;"no_change";"memory";71.11;74.02;73.4;0.0;"";"";"";"265";"2026-06-21 10:28:54"
266;770;"scale_down";"memory";33.6;36.51;35.43;25.0;"";"";"";"266";"2026-06-21 10:28:54"
267;771;"no_change";"memory";44.44;47.02;44.27;0.0;"";"";"";"267";"2026-06-21 10:28:54"
268;772;"no_change";"memory";40.36;41.35;32.79;0.0;"";"";"";"268";"2026-06-21 10:28:55"
269;773;"no_change";"memory";55.62;56.84;58.42;0.0;"";"";"";"269";"2026-06-21 10:28:55"
270;774;"scale_down";"memory";17.15;17.41;18.26;50.0;"";"";"";"270";"2026-06-21 10:28:55"
271;776;"no_change";"memory";52.16;53.46;40.12;0.0;"";"";"";"272";"2026-06-21 10:34:19"
272;777;"no_change";"memory";76.63;78.05;79.82;0.0;"";"";"";"273";"2026-06-21 10:34:19"
273;778;"no_change";"memory";43.76;45.42;43.32;0.0;"";"";"";"274";"2026-06-21 10:34:19"
274;779;"no_change";"memory";45.24;46.27;45.36;0.0;"";"";"";"275";"2026-06-21 10:34:20"
275;780;"no_change";"memory";64.71;67.18;67.44;0.0;"";"";"";"276";"2026-06-21 10:34:20"
276;781;"no_change";"memory";45.4;51.06;41.22;0.0;"";"";"";"277";"2026-06-21 10:34:20"
277;782;"scale_down";"memory";28.35;29.93;33.04;50.0;"";"";"";"278";"2026-06-21 10:34:20"
278;783;"scale_down";"memory";27.55;29.23;33.51;50.0;"";"";"";"279";"2026-06-21 10:34:20"
279;784;"no_change";"memory";83.43;84.23;20.91;0.0;"";"";"";"280";"2026-06-21 10:34:21"
280;785;"no_change";"memory";63.32;65.03;59.67;0.0;"";"";"";"281";"2026-06-21 10:36:59"
281;786;"scale_down";"memory";34.77;36.39;35.73;25.0;"";"";"";"282";"2026-06-21 10:40:38"
282;787;"no_change";"memory";52.41;54.97;54.21;0.0;"";"";"";"283";"2026-06-21 10:40:38"
283;788;"scale_down";"memory";25.75;26.55;27.07;50.0;"";"";"";"284";"2026-06-21 10:40:39"
284;789;"no_change";"memory";66.75;71.91;68.59;0.0;"";"";"";"285";"2026-06-21 10:40:39"
285;790;"no_change";"memory";60.11;64.2;58.64;0.0;"";"";"";"286";"2026-06-21 10:40:39"
286;791;"scale_down";"memory";33.65;34.01;28.98;25.0;"";"";"";"287";"2026-06-21 10:40:39"
287;792;"scale_down";"memory";17.85;17.94;15.6;50.0;"";"";"";"288";"2026-06-21 10:40:40"
288;793;"no_change";"memory";62.46;62.74;54.16;0.0;"";"";"";"289";"2026-06-21 10:40:40"
289;794;"scale_down";"memory";30.57;31.22;31.02;25.0;"";"";"";"290";"2026-06-21 10:40:40"
290;795;"scale_down";"memory";26.82;27.2;24.44;50.0;"";"";"";"291";"2026-06-21 10:43:18"
291;796;"scale_down";"memory";29.99;31.45;29.87;50.0;"";"";"";"292";"2026-06-21 10:46:46"
292;797;"scale_down";"memory";13.39;13.82;11.54;50.0;"";"";"";"293";"2026-06-21 10:46:46"
293;798;"scale_down";"memory";26.84;29.79;32.64;50.0;"";"";"";"294";"2026-06-21 10:46:46"
294;799;"scale_down";"memory";29.55;30.89;25.86;50.0;"";"";"";"295";"2026-06-21 10:46:47"
295;800;"scale_down";"memory";22.26;27.31;22.37;50.0;"";"";"";"296";"2026-06-21 10:46:47"
296;801;"scale_down";"memory";13.85;13.99;14.24;50.0;"";"";"";"297";"2026-06-21 10:46:47"
297;802;"no_change";"memory";54.35;54.67;50.26;0.0;"";"";"";"298";"2026-06-21 10:46:47"
298;803;"no_change";"memory";48.57;49.29;44.56;0.0;"";"";"";"299";"2026-06-21 10:46:48"
299;804;"scale_down";"memory";26.4;26.49;24.26;50.0;"";"";"";"300";"2026-06-21 10:46:48"
300;805;"scale_down";"memory";12.42;16.54;16.27;50.0;"";"";"";"301";"2026-06-21 10:49:07"
301;806;"scale_down";"memory";14.17;14.38;16.41;50.0;"";"";"";"302";"2026-06-21 10:52:34"
302;807;"scale_down";"memory";24.75;25.81;25.53;50.0;"";"";"";"303";"2026-06-21 10:52:35"
303;808;"scale_down";"memory";4.35;4.46;3.98;50.0;"";"";"";"304";"2026-06-21 10:52:35"
304;809;"scale_down";"memory";15.81;16.12;14.75;50.0;"";"";"";"305";"2026-06-21 10:52:35"
305;810;"no_change";"memory";41.98;42.39;39.54;0.0;"";"";"";"306";"2026-06-21 10:52:35"
306;811;"scale_down";"memory";23.79;24.13;24.69;50.0;"";"";"";"307";"2026-06-21 10:52:36"
307;812;"scale_down";"memory";24.3;25.87;25.57;50.0;"";"";"";"308";"2026-06-21 10:52:36"
308;813;"scale_down";"memory";19.45;21.44;17.12;50.0;"";"";"";"309";"2026-06-21 10:52:36"
309;814;"scale_down";"memory";19.97;22.65;21.49;50.0;"";"";"";"310";"2026-06-21 10:52:36"
310;815;"scale_down";"memory";25.25;25.72;22.79;50.0;"";"";"";"311";"2026-06-21 10:55:08"
311;816;"scale_down";"memory";12.04;12.15;12.83;50.0;"";"";"";"312";"2026-06-21 10:58:38"
312;817;"scale_down";"memory";15.95;16.07;17.03;50.0;"";"";"";"313";"2026-06-21 10:58:38"
313;818;"scale_down";"memory";14.19;17.03;14.5;50.0;"";"";"";"314";"2026-06-21 10:58:38"
314;819;"scale_down";"memory";21.67;22.21;21.39;50.0;"";"";"";"315";"2026-06-21 10:58:38"
315;820;"scale_down";"memory";10.35;11.42;9.53;50.0;"";"";"";"316";"2026-06-21 10:58:39"
316;821;"scale_down";"memory";15.3;16.67;12.69;50.0;"";"";"";"317";"2026-06-21 10:58:39"
317;822;"scale_down";"memory";18.16;20.9;18.9;50.0;"";"";"";"318";"2026-06-21 10:58:39"
318;823;"scale_down";"memory";13.75;13.89;14.64;50.0;"";"";"";"319";"2026-06-21 10:58:39"
319;824;"scale_down";"memory";20.88;26.49;16.43;50.0;"";"";"";"320";"2026-06-21 10:58:40"
320;825;"scale_down";"memory";22.05;22.76;23.27;50.0;"";"";"";"321";"2026-06-21 11:01:09"
321;826;"scale_down";"memory";20.74;20.88;18.41;50.0;"";"";"";"322";"2026-06-21 11:04:36"
322;827;"no_change";"memory";40.04;40.28;31.47;0.0;"";"";"";"323";"2026-06-21 11:04:37"
323;828;"no_change";"memory";53.14;53.61;60.06;0.0;"";"";"";"324";"2026-06-21 11:04:37"
324;829;"scale_down";"memory";26.55;26.79;22.35;50.0;"";"";"";"325";"2026-06-21 11:04:37"
325;830;"scale_down";"memory";3.32;3.36;3.04;50.0;"";"";"";"326";"2026-06-21 11:04:37"
326;831;"no_change";"memory";72.03;72.26;71.27;0.0;"";"";"";"327";"2026-06-21 11:04:38"
327;832;"no_change";"memory";46.28;46.37;49.97;0.0;"";"";"";"328";"2026-06-21 11:04:38"
328;833;"scale_down";"memory";18.22;18.34;17.03;50.0;"";"";"";"329";"2026-06-21 11:04:38"
329;834;"scale_down";"memory";23.46;23.63;19.85;50.0;"";"";"";"330";"2026-06-21 11:04:38"
330;835;"scale_down";"memory";20.2;20.28;17.25;50.0;"";"";"";"331";"2026-06-21 11:07:15"
331;836;"scale_down";"memory";3.95;4.0;3.59;50.0;"";"";"";"332";"2026-06-21 11:10:44"
332;837;"scale_down";"memory";19.27;19.47;14.89;50.0;"";"";"";"333";"2026-06-21 11:10:45"
333;838;"scale_down";"memory";27.37;27.57;23.96;50.0;"";"";"";"334";"2026-06-21 11:10:45"
334;839;"scale_down";"memory";32.61;32.82;26.71;25.0;"";"";"";"335";"2026-06-21 11:10:45"
335;840;"scale_down";"memory";14.99;15.09;10.96;50.0;"";"";"";"336";"2026-06-21 11:10:45"
336;841;"no_change";"memory";46.19;48.92;44.64;0.0;"";"";"";"337";"2026-06-21 11:10:46"
